Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Preprocs,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
Snappy,31071,492.5,ucr,1509.26,Delta,/colmajor/uint8/ucr/ItalyPowerDemand.dat,-1,5,8,f,31779,97.77
LZ4,30999,266.49,ucr,1492.04,Delta,/colmajor/uint8/ucr/ItalyPowerDemand.dat,-1,5,8,f,31779,97.55
Zlib -1,24315,36.24,ucr,171.45,Delta,/colmajor/uint8/ucr/ItalyPowerDemand.dat,-1,5,8,f,31779,76.51
Zlib -9,23551,22.91,ucr,163.01,Delta,/colmajor/uint8/ucr/ItalyPowerDemand.dat,-1,5,8,f,31779,74.11
Huffman,24425,372.95,ucr,369.57,Delta,/colmajor/uint8/ucr/ItalyPowerDemand.dat,-1,5,8,f,31779,76.86
Zstd -1,10140,78.2,ucr,172.34,Delta,/colmajor/uint8/ucr/Beef.dat,-1,5,8,f,28495,35.59
Zstd -9,9600,9.86,ucr,182.8,Delta,/colmajor/uint8/ucr/Beef.dat,-1,5,8,f,28495,33.69
Snappy,15817,121.16,ucr,285.53,Delta,/colmajor/uint8/ucr/Beef.dat,-1,5,8,f,28495,55.51
LZ4,18796,162.82,ucr,394.24,Delta,/colmajor/uint8/ucr/Beef.dat,-1,5,8,f,28495,65.96
Zlib -1,11426,29.12,ucr,98.21,Delta,/colmajor/uint8/ucr/Beef.dat,-1,5,8,f,28495,40.1
Zlib -9,9696,1.86,ucr,185.98,Delta,/colmajor/uint8/ucr/Beef.dat,-1,5,8,f,28495,34.03
Huffman,10716,463.75,ucr,528.37,Delta,/colmajor/uint8/ucr/Beef.dat,-1,5,8,f,28495,37.61
Zstd -1,5764,173.99,ucr,291.22,Delta,/colmajor/uint8/ucr/Wine.dat,-1,5,8,f,26524,21.73
Zstd -9,4749,25.88,ucr,328.63,Delta,/colmajor/uint8/ucr/Wine.dat,-1,5,8,f,26524,17.9
Snappy,9886,154.93,ucr,386.69,Delta,/colmajor/uint8/ucr/Wine.dat,-1,5,8,f,26524,37.27
LZ4,11516,213.79,ucr,487.27,Delta,/colmajor/uint8/ucr/Wine.dat,-1,5,8,f,26524,43.42
Zlib -1,7404,35.36,ucr,122.51,Delta,/colmajor/uint8/ucr/Wine.dat,-1,5,8,f,26524,27.91
Zlib -9,5011,5.29,ucr,236.22,Delta,/colmajor/uint8/ucr/Wine.dat,-1,5,8,f,26524,18.89
Huffman,13937,449.41,ucr,517.44,Delta,/colmajor/uint8/ucr/Wine.dat,-1,5,8,f,26524,52.54
Zstd -1,30470,599.43,ucr,778.58,Delta,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,-1,5,8,f,543745,5.6
Zstd -9,25921,98.27,ucr,878.13,Delta,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,-1,5,8,f,543745,4.77
Snappy,57780,841.23,ucr,980.84,Delta,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,-1,5,8,f,543745,10.63
LZ4,47751,1072.31,ucr,1208.48,Delta,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,-1,5,8,f,543745,8.78
Zlib -1,35422,212.25,ucr,416.46,Delta,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,-1,5,8,f,543745,6.51
Zlib -9,25531,10.91,ucr,515.53,Delta,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,-1,5,8,f,543745,4.7
Huffman,91338,505.09,ucr,567.92,Delta,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,-1,5,8,f,543745,16.8
Zstd -1,205136,369.09,ucr,461.08,Delta,/colmajor/uint8/ucr/FaceAll.dat,-1,5,8,f,305995,67.04
Zstd -9,200764,31.26,ucr,436.33,Delta,/colmajor/uint8/ucr/FaceAll.dat,-1,5,8,f,305995,65.61
Snappy,305276,3317.49,ucr,2621.39,Delta,/colmajor/uint8/ucr/FaceAll.dat,-1,5,8,f,305995,99.77
LZ4,299100,574.4,ucr,1575.39,Delta,/colmajor/uint8/ucr/FaceAll.dat,-1,5,8,f,305995,97.75
Zlib -1,210184,34.3,ucr,136.65,Delta,/colmajor/uint8/ucr/FaceAll.dat,-1,5,8,f,305995,68.69
Zlib -9,205262,20.82,ucr,149.65,Delta,/colmajor/uint8/ucr/FaceAll.dat,-1,5,8,f,305995,67.08
Huffman,205149,616.16,ucr,719.59,Delta,/colmajor/uint8/ucr/FaceAll.dat,-1,5,8,f,305995,67.04
Zstd -1,14369,192.27,ucr,415.06,Delta,/colmajor/uint8/ucr/Meat.dat,-1,5,8,f,54355,26.44
Zstd -9,11588,17.43,ucr,355.5,Delta,/colmajor/uint8/ucr/Meat.dat,-1,5,8,f,54355,21.32
Snappy,23380,216.4,ucr,468.07,Delta,/colmajor/uint8/ucr/Meat.dat,-1,5,8,f,54355,43.01
LZ4,30539,304.45,ucr,630.61,Delta,/colmajor/uint8/ucr/Meat.dat,-1,5,8,f,54355,56.18
Zlib -1,17399,58.22,ucr,173.02,Delta,/colmajor/uint8/ucr/Meat.dat,-1,5,8,f,54355,32.01
Zlib -9,11160,1.74,ucr,278.38,Delta,/colmajor/uint8/ucr/Meat.dat,-1,5,8,f,54355,20.53
Huffman,19336,474.27,ucr,463.36,Delta,/colmajor/uint8/ucr/Meat.dat,-1,5,8,f,54355,35.57
Zstd -1,1534082,217.52,ucr,560.93,Delta,/colmajor/uint8/ucr/FordA.dat,-1,5,8,f,2485100,61.73
Zstd -9,1176008,15.18,ucr,338.69,Delta,/colmajor/uint8/ucr/FordA.dat,-1,5,8,f,2485100,47.32
Snappy,2086839,247.92,ucr,660.18,Delta,/colmajor/uint8/ucr/FordA.dat,-1,5,8,f,2485100,83.97
LZ4,2195065,379.11,ucr,1256.3,Delta,/colmajor/uint8/ucr/FordA.dat,-1,5,8,f,2485100,88.33
Zlib -1,1374712,63.47,ucr,222.66,Delta,/colmajor/uint8/ucr/FordA.dat,-1,5,8,f,2485100,55.32
Zlib -9,1274393,16.3,ucr,212.84,Delta,/colmajor/uint8/ucr/FordA.dat,-1,5,8,f,2485100,51.28
Huffman,1593875,580.03,ucr,754.12,Delta,/colmajor/uint8/ucr/FordA.dat,-1,5,8,f,2485100,64.14
Zstd -1,153992,184.67,ucr,392.12,Delta,/colmajor/uint8/ucr/RefrigerationDevices.dat,-1,5,8,f,543745,28.32
Zstd -9,137769,39.12,ucr,506.57,Delta,/colmajor/uint8/ucr/RefrigerationDevices.dat,-1,5,8,f,543745,25.34
Snappy,209049,245.19,ucr,580.62,Delta,/colmajor/uint8/ucr/RefrigerationDevices.dat,-1,5,8,f,543745,38.45
LZ4,218498,328.43,ucr,1151.0,Delta,/colmajor/uint8/ucr/RefrigerationDevices.dat,-1,5,8,f,543745,40.18
Zlib -1,158109,78.72,ucr,271.18,Delta,/colmajor/uint8/ucr/RefrigerationDevices.dat,-1,5,8,f,543745,29.08
Zlib -9,133482,2.7,ucr,268.25,Delta,/colmajor/uint8/ucr/RefrigerationDevices.dat,-1,5,8,f,543745,24.55
Huffman,210818,496.37,ucr,521.35,Delta,/colmajor/uint8/ucr/RefrigerationDevices.dat,-1,5,8,f,543745,38.77
Zstd -1,59200,139.64,ucr,381.7,Delta,/colmajor/uint8/ucr/TwoLeadECG.dat,-1,5,8,f,101089,58.56
Zstd -9,57550,15.94,ucr,255.05,Delta,/colmajor/uint8/ucr/TwoLeadECG.dat,-1,5,8,f,101089,56.93
Snappy,88429,184.43,ucr,471.92,Delta,/colmajor/uint8/ucr/TwoLeadECG.dat,-1,5,8,f,101089,87.48
LZ4,93570,285.58,ucr,982.28,Delta,/colmajor/uint8/ucr/TwoLeadECG.dat,-1,5,8,f,101089,92.56
Zlib -1,61810,47.43,ucr,139.03,Delta,/colmajor/uint8/ucr/TwoLeadECG.dat,-1,5,8,f,101089,61.14
Zlib -9,58625,11.42,ucr,132.81,Delta,/colmajor/uint8/ucr/TwoLeadECG.dat,-1,5,8,f,101089,57.99
Huffman,59524,503.56,ucr,491.35,Delta,/colmajor/uint8/ucr/TwoLeadECG.dat,-1,5,8,f,101089,58.88
Zstd -1,7516,182.29,ucr,290.37,Delta,/colmajor/uint8/ucr/OliveOil.dat,-1,5,8,f,34495,21.79
Zstd -9,5826,16.46,ucr,255.72,Delta,/colmajor/uint8/ucr/OliveOil.dat,-1,5,8,f,34495,16.89
Snappy,12912,161.65,ucr,552.38,Delta,/colmajor/uint8/ucr/OliveOil.dat,-1,5,8,f,34495,37.43
LZ4,15792,321.38,ucr,860.68,Delta,/colmajor/uint8/ucr/OliveOil.dat,-1,5,8,f,34495,45.78
Zlib -1,9855,56.44,ucr,181.86,Delta,/colmajor/uint8/ucr/OliveOil.dat,-1,5,8,f,34495,28.57
Zlib -9,5790,3.86,ucr,249.05,Delta,/colmajor/uint8/ucr/OliveOil.dat,-1,5,8,f,34495,16.79
Huffman,14058,294.08,ucr,462.56,Delta,/colmajor/uint8/ucr/OliveOil.dat,-1,5,8,f,34495,40.75
Zstd -1,13446,143.86,ucr,224.59,Delta,/colmajor/uint8/ucr/ECG200.dat,-1,5,8,f,20195,66.58
Zstd -9,13633,28.23,ucr,164.66,Delta,/colmajor/uint8/ucr/ECG200.dat,-1,5,8,f,20195,67.51
Snappy,20201,842.58,ucr,1010.31,Delta,/colmajor/uint8/ucr/ECG200.dat,-1,5,8,f,20195,100.03
LZ4,19785,241.09,ucr,625.81,Delta,/colmajor/uint8/ucr/ECG200.dat,-1,5,8,f,20195,97.97
Zlib -1,14388,21.7,ucr,74.03,Delta,/colmajor/uint8/ucr/ECG200.dat,-1,5,8,f,20195,71.25
Zlib -9,14068,17.77,ucr,77.15,Delta,/colmajor/uint8/ucr/ECG200.dat,-1,5,8,f,20195,69.66
Huffman,13429,249.54,ucr,240.39,Delta,/colmajor/uint8/ucr/ECG200.dat,-1,5,8,f,20195,66.5
Zstd -1,36078,135.22,ucr,213.06,Delta,/colmajor/uint8/ucr/synthetic_control.dat,-1,5,8,f,38995,92.52
Zstd -9,35265,29.54,ucr,339.41,Delta,/colmajor/uint8/ucr/synthetic_control.dat,-1,5,8,f,38995,90.43
Snappy,39001,2991.33,ucr,2600.53,Delta,/colmajor/uint8/ucr/synthetic_control.dat,-1,5,8,f,38995,100.02
LZ4,38900,786.28,ucr,1986.5,Delta,/colmajor/uint8/ucr/synthetic_control.dat,-1,5,8,f,38995,99.76
Zlib -1,35692,18.73,ucr,127.5,Delta,/colmajor/uint8/ucr/synthetic_control.dat,-1,5,8,f,38995,91.53
Zlib -9,35471,24.23,ucr,130.31,Delta,/colmajor/uint8/ucr/synthetic_control.dat,-1,5,8,f,38995,90.96
Huffman,36115,420.78,ucr,340.06,Delta,/colmajor/uint8/ucr/synthetic_control.dat,-1,5,8,f,38995,92.61
Zstd -1,121670,174.14,ucr,335.28,Delta,/colmajor/uint8/ucr/Symbols.dat,-1,5,8,f,411055,29.6
Zstd -9,107875,30.62,ucr,440.72,Delta,/colmajor/uint8/ucr/Symbols.dat,-1,5,8,f,411055,26.24
Snappy,187594,214.86,ucr,447.44,Delta,/colmajor/uint8/ucr/Symbols.dat,-1,5,8,f,411055,45.64
LZ4,208670,198.71,ucr,491.68,Delta,/colmajor/uint8/ucr/Symbols.dat,-1,5,8,f,411055,50.76
Zlib -1,135274,49.29,ucr,174.94,Delta,/colmajor/uint8/ucr/Symbols.dat,-1,5,8,f,411055,32.91
Zlib -9,103412,0.95,ucr,241.4,Delta,/colmajor/uint8/ucr/Symbols.dat,-1,5,8,f,411055,25.16
Huffman,153704,622.49,ucr,817.21,Delta,/colmajor/uint8/ucr/Symbols.dat,-1,5,8,f,411055,37.39
Zstd -1,49735,174.65,ucr,500.14,Delta,/colmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,-1,5,8,f,68595,72.51
Zstd -9,47031,22.09,ucr,254.58,Delta,/colmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,-1,5,8,f,68595,68.56
Snappy,61983,226.99,ucr,537.86,Delta,/colmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,-1,5,8,f,68595,90.36
LZ4,64105,297.98,ucr,894.81,Delta,/colmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,-1,5,8,f,68595,93.45
Zlib -1,49476,30.3,ucr,119.56,Delta,/colmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,-1,5,8,f,68595,72.13
Zlib -9,47512,8.54,ucr,123.25,Delta,/colmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,-1,5,8,f,68595,69.26
Huffman,50613,473.59,ucr,390.29,Delta,/colmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,-1,5,8,f,68595,73.79
Zstd -1,217518,126.1,ucr,354.33,Delta,/colmajor/uint8/ucr/ShapesAll.dat,-1,5,8,f,620395,35.06
Zstd -9,206379,22.44,ucr,322.79,Delta,/colmajor/uint8/ucr/ShapesAll.dat,-1,5,8,f,620395,33.27
Snappy,339321,198.99,ucr,465.89,Delta,/colmajor/uint8/ucr/ShapesAll.dat,-1,5,8,f,620395,54.69
LZ4,366486,246.07,ucr,805.34,Delta,/colmajor/uint8/ucr/ShapesAll.dat,-1,5,8,f,620395,59.07
Zlib -1,238473,61.63,ucr,198.32,Delta,/colmajor/uint8/ucr/ShapesAll.dat,-1,5,8,f,620395,38.44
Zlib -9,206108,2.39,ucr,194.59,Delta,/colmajor/uint8/ucr/ShapesAll.dat,-1,5,8,f,620395,33.22
Huffman,244003,548.73,ucr,572.15,Delta,/colmajor/uint8/ucr/ShapesAll.dat,-1,5,8,f,620395,39.33
Zstd -1,331725,153.21,ucr,347.43,Delta,/colmajor/uint8/ucr/InlineSkate.dat,-1,5,8,f,1226545,27.05
Zstd -9,297539,32.86,ucr,456.82,Delta,/colmajor/uint8/ucr/InlineSkate.dat,-1,5,8,f,1226545,24.26
Snappy,539777,232.62,ucr,559.02,Delta,/colmajor/uint8/ucr/InlineSkate.dat,-1,5,8,f,1226545,44.01
LZ4,631863,345.04,ucr,777.49,Delta,/colmajor/uint8/ucr/InlineSkate.dat,-1,5,8,f,1226545,51.52
Zlib -1,372577,67.7,ucr,195.01,Delta,/colmajor/uint8/ucr/InlineSkate.dat,-1,5,8,f,1226545,30.38
Zlib -9,297248,0.54,ucr,289.26,Delta,/colmajor/uint8/ucr/InlineSkate.dat,-1,5,8,f,1226545,24.23
Huffman,276717,554.84,ucr,589.39,Delta,/colmajor/uint8/ucr/InlineSkate.dat,-1,5,8,f,1226545,22.56
Zstd -1,442190,178.1,ucr,370.23,Delta,/colmajor/uint8/ucr/Two_Patterns.dat,-1,5,8,f,664995,66.5
Zstd -9,428028,32.19,ucr,408.83,Delta,/colmajor/uint8/ucr/Two_Patterns.dat,-1,5,8,f,664995,64.37
Snappy,514359,420.52,ucr,1045.12,Delta,/colmajor/uint8/ucr/Two_Patterns.dat,-1,5,8,f,664995,77.35
LZ4,525969,344.9,ucr,1081.46,Delta,/colmajor/uint8/ucr/Two_Patterns.dat,-1,5,8,f,664995,79.09
Zlib -1,447817,38.0,ucr,180.7,Delta,/colmajor/uint8/ucr/Two_Patterns.dat,-1,5,8,f,664995,67.34
Zlib -9,423514,2.47,ucr,177.49,Delta,/colmajor/uint8/ucr/Two_Patterns.dat,-1,5,8,f,664995,63.69
Huffman,471335,524.19,ucr,399.03,Delta,/colmajor/uint8/ucr/Two_Patterns.dat,-1,5,8,f,664995,70.88
Zstd -1,336751,171.55,ucr,375.3,Delta,/colmajor/uint8/ucr/ChlorineConcentration.dat,-1,5,8,f,736492,45.72
Zstd -9,255277,27.93,ucr,320.52,Delta,/colmajor/uint8/ucr/ChlorineConcentration.dat,-1,5,8,f,736492,34.66
Snappy,617074,203.06,ucr,564.17,Delta,/colmajor/uint8/ucr/ChlorineConcentration.dat,-1,5,8,f,736492,83.79
LZ4,642120,310.02,ucr,973.3,Delta,/colmajor/uint8/ucr/ChlorineConcentration.dat,-1,5,8,f,736492,87.19
Zlib -1,414270,56.5,ucr,212.09,Delta,/colmajor/uint8/ucr/ChlorineConcentration.dat,-1,5,8,f,736492,56.25
Zlib -9,370501,14.39,ucr,185.65,Delta,/colmajor/uint8/ucr/ChlorineConcentration.dat,-1,5,8,f,736492,50.31
Huffman,411200,654.15,ucr,553.74,Delta,/colmajor/uint8/ucr/ChlorineConcentration.dat,-1,5,8,f,736492,55.83
Zstd -1,19165,137.89,ucr,363.96,Delta,/colmajor/uint8/ucr/Lighting7.dat,-1,5,8,f,46327,41.37
Zstd -9,19287,19.33,ucr,321.2,Delta,/colmajor/uint8/ucr/Lighting7.dat,-1,5,8,f,46327,41.63
Snappy,29130,244.48,ucr,530.99,Delta,/colmajor/uint8/ucr/Lighting7.dat,-1,5,8,f,46327,62.88
LZ4,31126,189.74,ucr,905.43,Delta,/colmajor/uint8/ucr/Lighting7.dat,-1,5,8,f,46327,67.19
Zlib -1,22057,42.32,ucr,196.81,Delta,/colmajor/uint8/ucr/Lighting7.dat,-1,5,8,f,46327,47.61
Zlib -9,19999,3.97,ucr,209.47,Delta,/colmajor/uint8/ucr/Lighting7.dat,-1,5,8,f,46327,43.17
Huffman,20775,287.84,ucr,492.63,Delta,/colmajor/uint8/ucr/Lighting7.dat,-1,5,8,f,46327,44.84
Zstd -1,46468,125.04,ucr,514.04,Delta,/colmajor/uint8/ucr/MiddlePhalanxOutlineCorrect.dat,-1,5,8,f,75730,61.36
Zstd -9,43963,41.32,ucr,421.74,Delta,/colmajor/uint8/ucr/MiddlePhalanxOutlineCorrect.dat,-1,5,8,f,75730,58.05
Snappy,72030,1678.49,ucr,2304.56,Delta,/colmajor/uint8/ucr/MiddlePhalanxOutlineCorrect.dat,-1,5,8,f,75730,95.11
LZ4,66380,727.16,ucr,1367.09,Delta,/colmajor/uint8/ucr/MiddlePhalanxOutlineCorrect.dat,-1,5,8,f,75730,87.65
Zlib -1,44924,42.92,ucr,143.21,Delta,/colmajor/uint8/ucr/MiddlePhalanxOutlineCorrect.dat,-1,5,8,f,75730,59.32
Zlib -9,43685,16.85,ucr,90.88,Delta,/colmajor/uint8/ucr/MiddlePhalanxOutlineCorrect.dat,-1,5,8,f,75730,57.69
Huffman,50774,334.76,ucr,314.02,Delta,/colmajor/uint8/ucr/MiddlePhalanxOutlineCorrect.dat,-1,5,8,f,75730,67.05
Zstd -1,7752,69.69,ucr,184.11,Delta,/colmajor/uint8/ucr/BirdChicken.dat,-1,5,8,f,20675,37.49
Zstd -9,7619,11.17,ucr,247.75,Delta,/colmajor/uint8/ucr/BirdChicken.dat,-1,5,8,f,20675,36.85
Snappy,12707,167.65,ucr,483.87,Delta,/colmajor/uint8/ucr/BirdChicken.dat,-1,5,8,f,20675,61.46
LZ4,14329,214.45,ucr,558.29,Delta,/colmajor/uint8/ucr/BirdChicken.dat,-1,5,8,f,20675,69.31
Zlib -1,8595,36.91,ucr,139.8,Delta,/colmajor/uint8/ucr/BirdChicken.dat,-1,5,8,f,20675,41.57
Zlib -9,7815,6.47,ucr,140.43,Delta,/colmajor/uint8/ucr/BirdChicken.dat,-1,5,8,f,20675,37.8
Huffman,8391,388.39,ucr,284.66,Delta,/colmajor/uint8/ucr/BirdChicken.dat,-1,5,8,f,20675,40.59
Zstd -1,101246,233.82,ucr,263.5,Delta,/colmajor/uint8/ucr/CBF.dat,-1,5,8,f,123685,81.86
Zstd -9,100460,27.62,ucr,327.29,Delta,/colmajor/uint8/ucr/CBF.dat,-1,5,8,f,123685,81.22
Snappy,123694,2009.44,ucr,1171.34,Delta,/colmajor/uint8/ucr/CBF.dat,-1,5,8,f,123685,100.01
LZ4,124048,748.36,ucr,1231.64,Delta,/colmajor/uint8/ucr/CBF.dat,-1,5,8,f,123685,100.29
Zlib -1,102236,26.15,ucr,133.24,Delta,/colmajor/uint8/ucr/CBF.dat,-1,5,8,f,123685,82.66
Zlib -9,100742,23.64,ucr,205.0,Delta,/colmajor/uint8/ucr/CBF.dat,-1,5,8,f,123685,81.45
Huffman,101230,782.28,ucr,335.23,Delta,/colmajor/uint8/ucr/CBF.dat,-1,5,8,f,123685,81.85
Zstd -1,27419,108.33,ucr,259.56,Delta,/colmajor/uint8/ucr/DistalPhalanxOutlineAgeGroup.dat,-1,5,8,f,45810,59.85
Zstd -9,26602,25.55,ucr,206.28,Delta,/colmajor/uint8/ucr/DistalPhalanxOutlineAgeGroup.dat,-1,5,8,f,45810,58.07
Snappy,37702,292.16,ucr,622.71,Delta,/colmajor/uint8/ucr/DistalPhalanxOutlineAgeGroup.dat,-1,5,8,f,45810,82.3
LZ4,37477,194.42,ucr,682.49,Delta,/colmajor/uint8/ucr/DistalPhalanxOutlineAgeGroup.dat,-1,5,8,f,45810,81.81
Zlib -1,27046,30.57,ucr,163.93,Delta,/colmajor/uint8/ucr/DistalPhalanxOutlineAgeGroup.dat,-1,5,8,f,45810,59.04
Zlib -9,26356,21.06,ucr,172.83,Delta,/colmajor/uint8/ucr/DistalPhalanxOutlineAgeGroup.dat,-1,5,8,f,45810,57.53
Huffman,30841,450.95,ucr,468.27,Delta,/colmajor/uint8/ucr/DistalPhalanxOutlineAgeGroup.dat,-1,5,8,f,45810,67.32
Zstd -1,27698,166.1,ucr,530.59,Delta,/colmajor/uint8/ucr/DistalPhalanxTW.dat,-1,5,8,f,45810,60.46
Zstd -9,26837,44.65,ucr,437.22,Delta,/colmajor/uint8/ucr/DistalPhalanxTW.dat,-1,5,8,f,45810,58.58
Snappy,38136,557.92,ucr,1305.98,Delta,/colmajor/uint8/ucr/DistalPhalanxTW.dat,-1,5,8,f,45810,83.25
LZ4,37791,363.47,ucr,858.48,Delta,/colmajor/uint8/ucr/DistalPhalanxTW.dat,-1,5,8,f,45810,82.5
Zlib -1,27483,37.06,ucr,90.1,Delta,/colmajor/uint8/ucr/DistalPhalanxTW.dat,-1,5,8,f,45810,59.99
Zlib -9,26803,11.09,ucr,142.49,Delta,/colmajor/uint8/ucr/DistalPhalanxTW.dat,-1,5,8,f,45810,58.51
Huffman,30861,454.83,ucr,413.24,Delta,/colmajor/uint8/ucr/DistalPhalanxTW.dat,-1,5,8,f,45810,67.37
Zstd -1,468360,246.95,ucr,386.68,Delta,/colmajor/uint8/ucr/CinC_ECG_torso.dat,-1,5,8,f,2334475,20.06
Zstd -9,407726,39.66,ucr,576.41,Delta,/colmajor/uint8/ucr/CinC_ECG_torso.dat,-1,5,8,f,2334475,17.47
Snappy,721485,347.47,ucr,771.56,Delta,/colmajor/uint8/ucr/CinC_ECG_torso.dat,-1,5,8,f,2334475,30.91
LZ4,849502,520.91,ucr,951.19,Delta,/colmajor/uint8/ucr/CinC_ECG_torso.dat,-1,5,8,f,2334475,36.39
Zlib -1,516477,83.84,ucr,285.55,Delta,/colmajor/uint8/ucr/CinC_ECG_torso.dat,-1,5,8,f,2334475,22.12
Zlib -9,379121,0.91,ucr,366.06,Delta,/colmajor/uint8/ucr/CinC_ECG_torso.dat,-1,5,8,f,2334475,16.24
Huffman,436007,565.72,ucr,683.74,Delta,/colmajor/uint8/ucr/CinC_ECG_torso.dat,-1,5,8,f,2334475,18.68
Zstd -1,342866,164.59,ucr,421.57,Delta,/colmajor/uint8/ucr/ECG5000.dat,-1,5,8,f,724995,47.29
Zstd -9,337179,20.57,ucr,325.22,Delta,/colmajor/uint8/ucr/ECG5000.dat,-1,5,8,f,724995,46.51
Snappy,522543,194.27,ucr,521.81,Delta,/colmajor/uint8/ucr/ECG5000.dat,-1,5,8,f,724995,72.08
LZ4,554977,258.48,ucr,894.89,Delta,/colmajor/uint8/ucr/ECG5000.dat,-1,5,8,f,724995,76.55
Zlib -1,382481,52.61,ucr,204.44,Delta,/colmajor/uint8/ucr/ECG5000.dat,-1,5,8,f,724995,52.76
Zlib -9,345064,2.37,ucr,184.86,Delta,/colmajor/uint8/ucr/ECG5000.dat,-1,5,8,f,724995,47.6
Huffman,338892,549.52,ucr,524.61,Delta,/colmajor/uint8/ucr/ECG5000.dat,-1,5,8,f,724995,46.74
Zstd -1,30674,161.83,ucr,378.5,Delta,/colmajor/uint8/ucr/ProximalPhalanxOutlineAgeGroup.dat,-1,5,8,f,51420,59.65
Zstd -9,28751,22.54,ucr,187.47,Delta,/colmajor/uint8/ucr/ProximalPhalanxOutlineAgeGroup.dat,-1,5,8,f,51420,55.91
Snappy,46127,422.52,ucr,731.7,Delta,/colmajor/uint8/ucr/ProximalPhalanxOutlineAgeGroup.dat,-1,5,8,f,51420,89.71
LZ4,41059,210.52,ucr,513.74,Delta,/colmajor/uint8/ucr/ProximalPhalanxOutlineAgeGroup.dat,-1,5,8,f,51420,79.85
Zlib -1,29446,26.47,ucr,91.64,Delta,/colmajor/uint8/ucr/ProximalPhalanxOutlineAgeGroup.dat,-1,5,8,f,51420,57.27
Zlib -9,28401,11.23,ucr,93.22,Delta,/colmajor/uint8/ucr/ProximalPhalanxOutlineAgeGroup.dat,-1,5,8,f,51420,55.23
Huffman,34625,335.0,ucr,487.88,Delta,/colmajor/uint8/ucr/ProximalPhalanxOutlineAgeGroup.dat,-1,5,8,f,51420,67.34
Zstd -1,25762,125.11,ucr,325.62,Delta,/colmajor/uint8/ucr/ArrowHead.dat,-1,5,8,f,54011,47.7
Zstd -9,25077,14.23,ucr,262.36,Delta,/colmajor/uint8/ucr/ArrowHead.dat,-1,5,8,f,54011,46.43
Snappy,41046,174.7,ucr,600.03,Delta,/colmajor/uint8/ucr/ArrowHead.dat,-1,5,8,f,54011,76.0
LZ4,41013,287.36,ucr,1075.08,Delta,/colmajor/uint8/ucr/ArrowHead.dat,-1,5,8,f,54011,75.93
Zlib -1,26997,54.73,ucr,147.71,Delta,/colmajor/uint8/ucr/ArrowHead.dat,-1,5,8,f,54011,49.98
Zlib -9,25592,7.67,ucr,149.27,Delta,/colmajor/uint8/ucr/ArrowHead.dat,-1,5,8,f,54011,47.38
Huffman,26176,329.74,ucr,322.96,Delta,/colmajor/uint8/ucr/ArrowHead.dat,-1,5,8,f,54011,48.46
Zstd -1,21328,86.16,ucr,193.95,Delta,/colmajor/uint8/ucr/Car.dat,-1,5,8,f,69835,30.54
Zstd -9,19473,9.71,ucr,331.89,Delta,/colmajor/uint8/ucr/Car.dat,-1,5,8,f,69835,27.88
Snappy,33536,127.73,ucr,451.62,Delta,/colmajor/uint8/ucr/Car.dat,-1,5,8,f,69835,48.02
LZ4,36495,279.74,ucr,945.91,Delta,/colmajor/uint8/ucr/Car.dat,-1,5,8,f,69835,52.26
Zlib -1,23449,62.36,ucr,186.07,Delta,/colmajor/uint8/ucr/Car.dat,-1,5,8,f,69835,33.58
Zlib -9,18973,1.34,ucr,242.38,Delta,/colmajor/uint8/ucr/Car.dat,-1,5,8,f,69835,27.17
Huffman,22739,335.82,ucr,350.5,Delta,/colmajor/uint8/ucr/Car.dat,-1,5,8,f,69835,32.56
Zstd -1,1194597,213.09,ucr,480.73,Delta,/colmajor/uint8/ucr/UWaveGestureLibraryAll.dat,-1,5,8,f,4254095,28.08
Zstd -9,1097884,29.8,ucr,480.42,Delta,/colmajor/uint8/ucr/UWaveGestureLibraryAll.dat,-1,5,8,f,4254095,25.81
Snappy,1838700,317.54,ucr,658.97,Delta,/colmajor/uint8/ucr/UWaveGestureLibraryAll.dat,-1,5,8,f,4254095,43.22
LZ4,2035091,405.08,ucr,1014.43,Delta,/colmajor/uint8/ucr/UWaveGestureLibraryAll.dat,-1,5,8,f,4254095,47.84
Zlib -1,1349442,83.58,ucr,246.85,Delta,/colmajor/uint8/ucr/UWaveGestureLibraryAll.dat,-1,5,8,f,4254095,31.72
Zlib -9,1067328,1.04,ucr,279.97,Delta,/colmajor/uint8/ucr/UWaveGestureLibraryAll.dat,-1,5,8,f,4254095,25.09
