,Nbits,Algorithm,Filename,Ratio
2747,8,SprintzXff -1,/rowmajor/uint8/ucr/FordA.dat,51.4
2717,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/FordB.dat,47.34
2716,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/FordB.dat,62.51
2715,8,SprintzXff -1,/rowmajor/uint8/ucr/FordB.dat,51.71
2714,8,SprintzDelta -1,/rowmajor/uint8/ucr/FordB.dat,64.88
2911,8,SprintzXff -1,/rowmajor/uint8/ucr/Gun_Point.dat,36.29
2913,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Gun_Point.dat,28.78
2912,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Gun_Point.dat,34.1
2910,8,SprintzDelta -1,/rowmajor/uint8/ucr/Gun_Point.dat,39.27
2937,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Ham.dat,36.24
2936,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Ham.dat,42.55
2934,8,SprintzDelta -1,/rowmajor/uint8/ucr/Ham.dat,46.83
2935,8,SprintzXff -1,/rowmajor/uint8/ucr/Ham.dat,42.51
2848,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/HandOutlines.dat,14.12
2847,8,SprintzXff -1,/rowmajor/uint8/ucr/HandOutlines.dat,24.93
2846,8,SprintzDelta -1,/rowmajor/uint8/ucr/HandOutlines.dat,24.86
2849,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/HandOutlines.dat,15.16
2690,8,SprintzDelta -1,/rowmajor/uint8/ucr/Haptics.dat,25.56
2691,8,SprintzXff -1,/rowmajor/uint8/ucr/Haptics.dat,26.6
2693,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Haptics.dat,17.18
2692,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Haptics.dat,16.14
2952,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Herring.dat,37.47
2951,8,SprintzXff -1,/rowmajor/uint8/ucr/Herring.dat,39.61
2953,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Herring.dat,32.03
2950,8,SprintzDelta -1,/rowmajor/uint8/ucr/Herring.dat,43.23
2785,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/InlineSkate.dat,25.38
2783,8,SprintzXff -1,/rowmajor/uint8/ucr/InlineSkate.dat,32.89
2782,8,SprintzDelta -1,/rowmajor/uint8/ucr/InlineSkate.dat,30.93
2784,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/InlineSkate.dat,23.45
2880,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/InsectWingbeatSound.dat,37.9
2881,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/InsectWingbeatSound.dat,33.42
2878,8,SprintzDelta -1,/rowmajor/uint8/ucr/InsectWingbeatSound.dat,41.44
2879,8,SprintzXff -1,/rowmajor/uint8/ucr/InsectWingbeatSound.dat,39.33
2724,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/ItalyPowerDemand.dat,85.15
2722,8,SprintzDelta -1,/rowmajor/uint8/ucr/ItalyPowerDemand.dat,92.12
2723,8,SprintzXff -1,/rowmajor/uint8/ucr/ItalyPowerDemand.dat,89.69
2725,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/ItalyPowerDemand.dat,82.23
2720,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/LargeKitchenAppliances.dat,6.52
2721,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/LargeKitchenAppliances.dat,6.74
2719,8,SprintzXff -1,/rowmajor/uint8/ucr/LargeKitchenAppliances.dat,8.47
2718,8,SprintzDelta -1,/rowmajor/uint8/ucr/LargeKitchenAppliances.dat,8.35
2708,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Lighting2.dat,30.97
2709,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Lighting2.dat,31.47
2706,8,SprintzDelta -1,/rowmajor/uint8/ucr/Lighting2.dat,35.24
2707,8,SprintzXff -1,/rowmajor/uint8/ucr/Lighting2.dat,36.26
2795,8,SprintzXff -1,/rowmajor/uint8/ucr/Lighting7.dat,44.05
2794,8,SprintzDelta -1,/rowmajor/uint8/ucr/Lighting7.dat,43.39
2797,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Lighting7.dat,39.82
2796,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Lighting7.dat,39.64
2702,8,SprintzDelta -1,/rowmajor/uint8/ucr/MALLAT.dat,37.06
2704,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/MALLAT.dat,32.64
2705,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/MALLAT.dat,28.37
2703,8,SprintzXff -1,/rowmajor/uint8/ucr/MALLAT.dat,36.45
2742,8,SprintzDelta -1,/rowmajor/uint8/ucr/Meat.dat,35.44
2743,8,SprintzXff -1,/rowmajor/uint8/ucr/Meat.dat,37.4
2744,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Meat.dat,30.83
2745,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Meat.dat,29.2
2866,8,SprintzDelta -1,/rowmajor/uint8/ucr/MedicalImages.dat,43.86
2867,8,SprintzXff -1,/rowmajor/uint8/ucr/MedicalImages.dat,43.29
2869,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/MedicalImages.dat,37.54
2868,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/MedicalImages.dat,40.64
2942,8,SprintzDelta -1,/rowmajor/uint8/ucr/MiddlePhalanxOutlineAgeGroup.dat,70.93
2943,8,SprintzXff -1,/rowmajor/uint8/ucr/MiddlePhalanxOutlineAgeGroup.dat,65.22
2944,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/MiddlePhalanxOutlineAgeGroup.dat,67.33
2945,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/MiddlePhalanxOutlineAgeGroup.dat,58.98
2799,8,SprintzXff -1,/rowmajor/uint8/ucr/MiddlePhalanxOutlineCorrect.dat,64.58
2798,8,SprintzDelta -1,/rowmajor/uint8/ucr/MiddlePhalanxOutlineCorrect.dat,70.65
2800,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/MiddlePhalanxOutlineCorrect.dat,66.98
2801,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/MiddlePhalanxOutlineCorrect.dat,58.51
2954,8,SprintzDelta -1,/rowmajor/uint8/ucr/MiddlePhalanxTW.dat,70.64
2956,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/MiddlePhalanxTW.dat,67.17
2957,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/MiddlePhalanxTW.dat,58.88
2955,8,SprintzXff -1,/rowmajor/uint8/ucr/MiddlePhalanxTW.dat,64.9
2646,8,SprintzDelta -1,/rowmajor/uint8/ucr/MoteStrain.dat,49.99
2647,8,SprintzXff -1,/rowmajor/uint8/ucr/MoteStrain.dat,50.79
2649,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/MoteStrain.dat,44.79
2648,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/MoteStrain.dat,44.33
2890,8,SprintzDelta -1,/rowmajor/uint8/ucr/NonInvasiveFatalECG_Thorax1.dat,32.76
2891,8,SprintzXff -1,/rowmajor/uint8/ucr/NonInvasiveFatalECG_Thorax1.dat,34.41
2892,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/NonInvasiveFatalECG_Thorax1.dat,25.85
2893,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/NonInvasiveFatalECG_Thorax1.dat,25.5
2930,8,SprintzDelta -1,/rowmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,31.39
2931,8,SprintzXff -1,/rowmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,33.04
2932,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,24.07
2933,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,23.69
2906,8,SprintzDelta -1,/rowmajor/uint8/ucr/OSULeaf.dat,49.37
2908,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/OSULeaf.dat,44.39
2907,8,SprintzXff -1,/rowmajor/uint8/ucr/OSULeaf.dat,45.61
2909,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/OSULeaf.dat,39.38
2758,8,SprintzDelta -1,/rowmajor/uint8/ucr/OliveOil.dat,39.06
2759,8,SprintzXff -1,/rowmajor/uint8/ucr/OliveOil.dat,36.92
2761,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/OliveOil.dat,30.0
2760,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/OliveOil.dat,34.3
2873,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/PhalangesOutlinesCorrect.dat,54.77
2870,8,SprintzDelta -1,/rowmajor/uint8/ucr/PhalangesOutlinesCorrect.dat,65.72
2871,8,SprintzXff -1,/rowmajor/uint8/ucr/PhalangesOutlinesCorrect.dat,60.89
2872,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/PhalangesOutlinesCorrect.dat,62.99
2941,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Phoneme.dat,45.02
2940,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Phoneme.dat,45.7
2939,8,SprintzXff -1,/rowmajor/uint8/ucr/Phoneme.dat,49.23
2938,8,SprintzDelta -1,/rowmajor/uint8/ucr/Phoneme.dat,49.06
2665,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Plane.dat,53.34
2664,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Plane.dat,62.53
2663,8,SprintzXff -1,/rowmajor/uint8/ucr/Plane.dat,60.66
2662,8,SprintzDelta -1,/rowmajor/uint8/ucr/Plane.dat,67.74
2826,8,SprintzDelta -1,/rowmajor/uint8/ucr/ProximalPhalanxOutlineAgeGroup.dat,70.08
2827,8,SprintzXff -1,/rowmajor/uint8/ucr/ProximalPhalanxOutlineAgeGroup.dat,64.31
2828,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/ProximalPhalanxOutlineAgeGroup.dat,66.25
2829,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/ProximalPhalanxOutlineAgeGroup.dat,57.54
2658,8,SprintzDelta -1,/rowmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,68.63
2659,8,SprintzXff -1,/rowmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,62.72
2661,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,55.9
2660,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,64.43
2974,8,SprintzDelta -1,/rowmajor/uint8/ucr/ProximalPhalanxTW.dat,69.88
2976,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/ProximalPhalanxTW.dat,66.09
2975,8,SprintzXff -1,/rowmajor/uint8/ucr/ProximalPhalanxTW.dat,64.08
2977,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/ProximalPhalanxTW.dat,57.45
2753,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/RefrigerationDevices.dat,43.26
2752,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/RefrigerationDevices.dat,40.27
2751,8,SprintzXff -1,/rowmajor/uint8/ucr/RefrigerationDevices.dat,62.51
2750,8,SprintzDelta -1,/rowmajor/uint8/ucr/RefrigerationDevices.dat,62.16
2701,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/ScreenType.dat,18.45
2700,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/ScreenType.dat,17.49
2698,8,SprintzDelta -1,/rowmajor/uint8/ucr/ScreenType.dat,24.28
2699,8,SprintzXff -1,/rowmajor/uint8/ucr/ScreenType.dat,24.15
2969,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/ShapeletSim.dat,103.56
2968,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/ShapeletSim.dat,103.14
2967,8,SprintzXff -1,/rowmajor/uint8/ucr/ShapeletSim.dat,105.28
2966,8,SprintzDelta -1,/rowmajor/uint8/ucr/ShapeletSim.dat,105.03
2781,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/ShapesAll.dat,35.15
2780,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/ShapesAll.dat,37.37
2779,8,SprintzXff -1,/rowmajor/uint8/ucr/ShapesAll.dat,40.54
2778,8,SprintzDelta -1,/rowmajor/uint8/ucr/ShapesAll.dat,41.4
2734,8,SprintzDelta -1,/rowmajor/uint8/ucr/SmallKitchenAppliances.dat,11.31
2735,8,SprintzXff -1,/rowmajor/uint8/ucr/SmallKitchenAppliances.dat,11.54
2736,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/SmallKitchenAppliances.dat,7.2
2737,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/SmallKitchenAppliances.dat,7.66
2915,8,SprintzXff -1,/rowmajor/uint8/ucr/SonyAIBORobotSurface.dat,84.2
2916,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/SonyAIBORobotSurface.dat,76.15
2917,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/SonyAIBORobotSurface.dat,78.84
2914,8,SprintzDelta -1,/rowmajor/uint8/ucr/SonyAIBORobotSurface.dat,86.02
2777,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,81.68
2775,8,SprintzXff -1,/rowmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,88.16
2776,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,78.84
2774,8,SprintzDelta -1,/rowmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,88.73
2697,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/StarLightCurves.dat,15.49
2696,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/StarLightCurves.dat,15.11
2695,8,SprintzXff -1,/rowmajor/uint8/ucr/StarLightCurves.dat,25.64
2694,8,SprintzDelta -1,/rowmajor/uint8/ucr/StarLightCurves.dat,24.65
2980,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Strawberry.dat,40.66
2979,8,SprintzXff -1,/rowmajor/uint8/ucr/Strawberry.dat,41.92
2981,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Strawberry.dat,35.48
2978,8,SprintzDelta -1,/rowmajor/uint8/ucr/Strawberry.dat,44.84
2711,8,SprintzXff -1,/rowmajor/uint8/ucr/SwedishLeaf.dat,59.1
2713,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/SwedishLeaf.dat,54.57
2710,8,SprintzDelta -1,/rowmajor/uint8/ucr/SwedishLeaf.dat,62.23
2712,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/SwedishLeaf.dat,59.7
2770,8,SprintzDelta -1,/rowmajor/uint8/ucr/Symbols.dat,37.64
2772,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Symbols.dat,31.51
2771,8,SprintzXff -1,/rowmajor/uint8/ucr/Symbols.dat,36.72
2773,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Symbols.dat,28.07
2672,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/ToeSegmentation1.dat,51.43
2671,8,SprintzXff -1,/rowmajor/uint8/ucr/ToeSegmentation1.dat,55.01
2670,8,SprintzDelta -1,/rowmajor/uint8/ucr/ToeSegmentation1.dat,55.03
2673,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/ToeSegmentation1.dat,50.2
2686,8,SprintzDelta -1,/rowmajor/uint8/ucr/ToeSegmentation2.dat,49.72
2687,8,SprintzXff -1,/rowmajor/uint8/ucr/ToeSegmentation2.dat,48.91
2688,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/ToeSegmentation2.dat,46.23
2689,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/ToeSegmentation2.dat,43.58
2862,8,SprintzDelta -1,/rowmajor/uint8/ucr/Trace.dat,49.32
2864,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Trace.dat,44.16
2863,8,SprintzXff -1,/rowmajor/uint8/ucr/Trace.dat,50.61
2865,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Trace.dat,44.3
2757,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/TwoLeadECG.dat,55.06
2756,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/TwoLeadECG.dat,59.12
2754,8,SprintzDelta -1,/rowmajor/uint8/ucr/TwoLeadECG.dat,63.36
2755,8,SprintzXff -1,/rowmajor/uint8/ucr/TwoLeadECG.dat,60.21
2788,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Two_Patterns.dat,73.53
2787,8,SprintzXff -1,/rowmajor/uint8/ucr/Two_Patterns.dat,94.08
2786,8,SprintzDelta -1,/rowmajor/uint8/ucr/Two_Patterns.dat,92.9
2789,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Two_Patterns.dat,75.21
2839,8,SprintzXff -1,/rowmajor/uint8/ucr/UWaveGestureLibraryAll.dat,32.96
2838,8,SprintzDelta -1,/rowmajor/uint8/ucr/UWaveGestureLibraryAll.dat,32.05
2840,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/UWaveGestureLibraryAll.dat,26.75
2841,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/UWaveGestureLibraryAll.dat,26.69
2733,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Wine.dat,38.23
2732,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Wine.dat,46.69
2731,8,SprintzXff -1,/rowmajor/uint8/ucr/Wine.dat,45.94
2730,8,SprintzDelta -1,/rowmajor/uint8/ucr/Wine.dat,49.7
2677,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/WordsSynonyms.dat,29.9
2676,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/WordsSynonyms.dat,37.48
2675,8,SprintzXff -1,/rowmajor/uint8/ucr/WordsSynonyms.dat,37.47
2674,8,SprintzDelta -1,/rowmajor/uint8/ucr/WordsSynonyms.dat,42.16
2654,8,SprintzDelta -1,/rowmajor/uint8/ucr/Worms.dat,43.55
2655,8,SprintzXff -1,/rowmajor/uint8/ucr/Worms.dat,44.23
2656,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/Worms.dat,39.28
2657,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/Worms.dat,39.1
2918,8,SprintzDelta -1,/rowmajor/uint8/ucr/WormsTwoClass.dat,43.55
2919,8,SprintzXff -1,/rowmajor/uint8/ucr/WormsTwoClass.dat,44.23
2920,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/WormsTwoClass.dat,39.28
2921,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/WormsTwoClass.dat,39.1
2766,8,SprintzDelta -1,/rowmajor/uint8/ucr/synthetic_control.dat,104.64
2767,8,SprintzXff -1,/rowmajor/uint8/ucr/synthetic_control.dat,104.43
2768,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/synthetic_control.dat,96.47
2769,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/synthetic_control.dat,95.68
2901,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/uWaveGestureLibrary_X.dat,23.66
2900,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/uWaveGestureLibrary_X.dat,25.12
2899,8,SprintzXff -1,/rowmajor/uint8/ucr/uWaveGestureLibrary_X.dat,30.94
2898,8,SprintzDelta -1,/rowmajor/uint8/ucr/uWaveGestureLibrary_X.dat,30.13
2889,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,23.34
2888,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,24.33
2887,8,SprintzXff -1,/rowmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,30.44
2886,8,SprintzDelta -1,/rowmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,29.4
2929,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/uWaveGestureLibrary_Z.dat,25.31
2928,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/uWaveGestureLibrary_Z.dat,27.92
2926,8,SprintzDelta -1,/rowmajor/uint8/ucr/uWaveGestureLibrary_Z.dat,32.65
2927,8,SprintzXff -1,/rowmajor/uint8/ucr/uWaveGestureLibrary_Z.dat,32.66
2651,8,SprintzXff -1,/rowmajor/uint8/ucr/wafer.dat,34.25
2650,8,SprintzDelta -1,/rowmajor/uint8/ucr/wafer.dat,33.29
2652,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/wafer.dat,20.85
2653,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/wafer.dat,21.75
2905,8,SprintzXff_Huf -1,/rowmajor/uint8/ucr/yoga.dat,33.08
2904,8,SprintzDelta_Huf -1,/rowmajor/uint8/ucr/yoga.dat,37.78
2903,8,SprintzXff -1,/rowmajor/uint8/ucr/yoga.dat,40.18
2902,8,SprintzDelta -1,/rowmajor/uint8/ucr/yoga.dat,43.03
